no,file,question,source,url,what_to_verify,status(未確認/一致/不一致),checked_by,checked_on
584,584_inbound_capsule-hotels-and-manga-cafes.md,"Q. Capsule hotels, manga cafés and other places to sleep cheap in Japan: what should visitors know?","Ministry of Health, Labour and Welfare — Hotel Business Act (simple lodging category, capsule hotels)",https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/seikatsu-eisei/,Price ranges with current listings; the age/curfew rules for net cafés under local youth-protection ordinances; women-only floor availability by chain.,,,
584,584_inbound_capsule-hotels-and-manga-cafes.md,"Q. Capsule hotels, manga cafés and other places to sleep cheap in Japan: what should visitors know?",Japan Complex Café Association — Manga/internet café industry standards and youth protection rules,https://www.jcca.ne.jp/,Price ranges with current listings; the age/curfew rules for net cafés under local youth-protection ordinances; women-only floor availability by chain.,,,
584,584_inbound_capsule-hotels-and-manga-cafes.md,"Q. Capsule hotels, manga cafés and other places to sleep cheap in Japan: what should visitors know?",Japan National Tourism Organization — Accommodation types in Japan,https://www.japan.travel/en/plan/accommodation/,Price ranges with current listings; the age/curfew rules for net cafés under local youth-protection ordinances; women-only floor availability by chain.,,,
585,585_inbound_game-centres-and-capsule-toys.md,"Q. Game centres, crane games and gachapon: how do visitors play without wasting money?",National Police Agency — Entertainment Business Act: amusement machine prize value guidance,https://www.npa.go.jp/,"The prize-value guidance figure (approx. ¥1,000) and its legal basis; youth curfew hours by prefecture; current play prices at major chains.",,,
585,585_inbound_game-centres-and-capsule-toys.md,"Q. Game centres, crane games and gachapon: how do visitors play without wasting money?",Japan Amusement Industry Association — Prize game operating guidelines,https://jaia.jp/,"The prize-value guidance figure (approx. ¥1,000) and its legal basis; youth curfew hours by prefecture; current play prices at major chains.",,,
585,585_inbound_game-centres-and-capsule-toys.md,"Q. Game centres, crane games and gachapon: how do visitors play without wasting money?",Japan National Tourism Organization — Game centres and arcades for visitors,https://www.japan.travel/en/guide/arcades/,"The prize-value guidance figure (approx. ¥1,000) and its legal basis; youth curfew hours by prefecture; current play prices at major chains.",,,
586,586_inbound_watching-sumo-and-baseball.md,"Q. How do I get tickets for sumo and baseball in Japan, and what should I expect?",Japan Sumo Association — Official ticket information (Ticket Oosumo) and tournament schedule,https://sumo.pia.jp/en/,Sale dates and prices with the current tournament announcement; stadium-specific rules on outside food and balloons; NPB season dates for the year.,,,
586,586_inbound_watching-sumo-and-baseball.md,"Q. How do I get tickets for sumo and baseball in Japan, and what should I expect?",Nippon Professional Baseball — Schedule and ticket information,https://npb.jp/eng/,Sale dates and prices with the current tournament announcement; stadium-specific rules on outside food and balloons; NPB season dates for the year.,,,
586,586_inbound_watching-sumo-and-baseball.md,"Q. How do I get tickets for sumo and baseball in Japan, and what should I expect?",National Police Agency — Act on Ensuring Proper Ticket Resale (2019),https://www.npa.go.jp/,Sale dates and prices with the current tournament announcement; stadium-specific rules on outside food and balloons; NPB season dates for the year.,,,
587,587_inbound_fireworks-festivals-hanabi.md,"Q. How do Japanese fireworks festivals work, and how do visitors get a good spot?",Japan National Tourism Organization — Summer fireworks festivals (calendar and access),https://www.japan.travel/en/guide/fireworks-festivals/,"Dates, shell counts and attendance figures with each festival's official site for the current year; reserved-seat sale windows and prices.",,,
587,587_inbound_fireworks-festivals-hanabi.md,"Q. How do Japanese fireworks festivals work, and how do visitors get a good spot?",Nagaoka Fireworks Foundation — Official festival information and reserved seating,https://nagaokamatsuri.com/,"Dates, shell counts and attendance figures with each festival's official site for the current year; reserved-seat sale windows and prices.",,,
587,587_inbound_fireworks-festivals-hanabi.md,"Q. How do Japanese fireworks festivals work, and how do visitors get a good spot?","Tokyo Metropolitan Government / Sumida River Fireworks Festival Executive Committee — Official site (dates, viewing areas, cancellation rules)",https://www.sumidagawa-hanabi.com/,"Dates, shell counts and attendance figures with each festival's official site for the current year; reserved-seat sale windows and prices.",,,
588,588_inbound_nightlife-safety-and-touts.md,"Q. Is Japan's nightlife safe? Touts, ""bottakuri"" bars and how to avoid being overcharged","Tokyo Metropolitan Police — Warning on ""bottakuri"" bars in Shinjuku and Roppongi; Shinjuku Ward anti-touting ordinance",https://www.keishicho.metro.tokyo.lg.jp/kurashi/,"Ordinance years (Shinjuku 2016, Osaka 2014) and their exact scope; current embassy advisories; typical reported charge ranges from police releases.",,,
588,588_inbound_nightlife-safety-and-touts.md,"Q. Is Japan's nightlife safe? Touts, ""bottakuri"" bars and how to avoid being overcharged",U.S. Embassy in Japan — Safety message on drink spiking and credit-card fraud in Roppongi and Kabukicho,https://jp.usembassy.gov/services/,"Ordinance years (Shinjuku 2016, Osaka 2014) and their exact scope; current embassy advisories; typical reported charge ranges from police releases.",,,
588,588_inbound_nightlife-safety-and-touts.md,"Q. Is Japan's nightlife safe? Touts, ""bottakuri"" bars and how to avoid being overcharged",Osaka Prefecture — Ordinance on prevention of nuisance touting (Minami / Kita districts),https://www.pref.osaka.lg.jp/,"Ordinance years (Shinjuku 2016, Osaka 2014) and their exact scope; current embassy advisories; typical reported charge ranges from police releases.",,,
589,589_inbound_business-etiquette-meishi.md,"Q. Visiting Japan for work: business cards, meetings and the etiquette that matters",JETRO (Japan External Trade Organization) — Business etiquette and communication in Japan,https://www.jetro.go.jp/en/invest/setting_up/,Etiquette norms are editorial synthesis; verify Cool Biz period and any JETRO guidance wording before publication.,,,
589,589_inbound_business-etiquette-meishi.md,"Q. Visiting Japan for work: business cards, meetings and the etiquette that matters",Ministry of Foreign Affairs of Japan — Web Japan: Business customs,https://web-japan.org/,Etiquette norms are editorial synthesis; verify Cool Biz period and any JETRO guidance wording before publication.,,,
589,589_inbound_business-etiquette-meishi.md,"Q. Visiting Japan for work: business cards, meetings and the etiquette that matters",Ministry of the Environment — Cool Biz campaign (office dress code May–September),https://ondankataisaku.env.go.jp/coolchoice/coolbiz/,Etiquette norms are editorial synthesis; verify Cool Biz period and any JETRO guidance wording before publication.,,,
590,590_inbound_leaving-japan-departure-checklist.md,"Q. Leaving Japan: the departure tax, airport timing, tax-free checks and what visitors forget","Ministry of Finance / Japan Customs — Departure procedures: tax-free goods verification, cash declaration",https://www.customs.go.jp/english/,Last-train times and fares with current timetables; the 2026 tax-free refund-at-departure change with the NTA; power-bank rules with the airline and MLIT.,,,
590,590_inbound_leaving-japan-departure-checklist.md,"Q. Leaving Japan: the departure tax, airport timing, tax-free checks and what visitors forget","National Tax Agency — International Tourist Tax (¥1,000) and the consumption tax exemption system for visitors",https://www.nta.go.jp/english/taxes/consumption_tax/,Last-train times and fares with current timetables; the 2026 tax-free refund-at-departure change with the NTA; power-bank rules with the airline and MLIT.,,,
590,590_inbound_leaving-japan-departure-checklist.md,"Q. Leaving Japan: the departure tax, airport timing, tax-free checks and what visitors forget",JR East — Suica refund procedures; Welcome Suica terms,https://www.jreast.co.jp/multi/en/welcomesuica/,Last-train times and fares with current timetables; the 2026 tax-free refund-at-departure change with the NTA; power-bank rules with the airline and MLIT.,,,
