記事番号,棚,ファイル名,確認が必要な記述,検出バッチ,確認結果（OK／要修正）,確認者,確認日
405,beauty,405_beauty_hair-and-uv.md,環境省マニュアルが紫外線対策の基本として「帽子・日傘・衣類・日焼け止め・サングラス」を挙げ、髪への言及は限定的、という要約。マニュアル本文（PDF）を開けていないため該当箇所の確認ができていない。,jr_066,,,
406,beauty,406_beauty_grey-hair-dyeing.md,「ヘナ」と称する製品へのジアミン混入とアレルギー事例の件数・公的な公表資料（国民生活センター等の該当リリースを特定できず）,jr_067,,,
406,beauty,406_beauty_grey-hair-dyeing.md,一時染毛料が「1回のシャンプーで落ちる」、ヘアマニキュアの持ちが「2〜4週間」という数値の一次情報,jr_067,,,
406,beauty,406_beauty_grey-hair-dyeing.md,出典3件のURLが実在し記載内容と対応するか（go.jpへ接続できないため未確認。日本ヘアカラー工業会 jhcia.org は検索結果上は実在）,jr_067,,,
407,beauty,407_beauty_beauty-devices-and-cleansing-brushes.md,「家庭用光治療器・低周波治療器が管理医療機器（クラスII）」という区分の具体例（PMDAの届出・認証情報で要確認）,jr_067,,,
407,beauty,407_beauty_beauty-devices-and-cleansing-brushes.md,「家庭用美顔器の大半は雑貨または一般医療機器」という割合の根拠,jr_067,,,
407,beauty,407_beauty_beauty-devices-and-cleansing-brushes.md,消費者庁「家庭用美顔器・美容機器による事故に注意」という表題の資料が実在するか（該当ページを特定できず）,jr_067,,,
408,beauty,408_beauty_dermatology-vs-cosmetic-dermatology.md,皮膚科の保険診療「初診数千円」という金額,jr_067,,,
408,beauty,408_beauty_dermatology-vs-cosmetic-dermatology.md,肝斑・老人性色素斑は自費、扁平母斑・太田母斑は保険という切り分けの、診療報酬上の具体的な適用条件,jr_067,,,
409,beauty,409_beauty_disposing-of-cosmetics.md,化粧品の未開封品を回収・寄付する店舗・NPOの具体的な受け皿（記事は「一部の店舗・団体」とのみ）,jr_067,,,
409,beauty,409_beauty_disposing-of-cosmetics.md,東京都環境局の当該URL（家庭ごみの分け方・出し方は区市町村所管のため、都のページが一覧を担うか要確認）,jr_067,,,
409,beauty,409_beauty_disposing-of-cosmetics.md,環境省「スプレー缶等の適正処理について（収集車火災の防止）」という表題のページと https://www.env.go.jp/recycle/ の対応,jr_067,,,
410,beauty,410_beauty_home-patch-test-for-cosmetics.md,国民生活センターの「化粧品による皮膚障害に関する相談」の件数・年次（記事は件数を示していないが、出典として挙げる以上は特定が必要）,jr_067,,,
410,beauty,410_beauty_home-patch-test-for-cosmetics.md,日本化粧品工業会「化粧品の正しい使い方（初めて使うときの注意）」というページの実在（工業会サイト jcia.org は実在を確認）,jr_067,,,
411,fashion,411_fashion_reusable-shopping-bag-hygiene.md,「『洗ったことがない』が半数前後」の民間調査名・実施年・サンプル数（複数の民間調査で51%前後、3人に1人など数値に幅がある）。,jr_068,,,
411,fashion,411_fashion_reusable-shopping-bag-hygiene.md,「洗う頻度は週1回程度」という目安の公的な根拠。農水省は「定期的に洗う」としており、週1回という頻度の出所は未確認。,jr_068,,,
411,fashion,411_fashion_reusable-shopping-bag-hygiene.md,保冷バッグの手入れ（内側を除菌シート／薄めた洗剤で拭く、手洗い）について、根拠欄が「メーカー案内」のみで具体的な出典が特定できない。,jr_068,,,
412,fashion,412_fashion_using-laundry-nets.md,「ドラム式は叩き洗いで摩擦が異なり、ネットの効果も少し変わる」の定量的根拠。,jr_068,,,
412,fashion,412_fashion_using-laundry-nets.md,「ネットの容量の半分〜7割」という詰め込み量の目安の出典。,jr_068,,,
412,fashion,412_fashion_using-laundry-nets.md,「日本でネットが普及した背景は縦型洗濯機の普及とおしゃれ着の家庭洗濯の広がり」という因果の裏づけ資料。,jr_068,,,
413,fashion,413_fashion_hanging-laundry-to-dry-faster.md,「日光より風が効く」の定量比較データ（アーチ干しで約30分短縮という比較記事はあるが一次実験データは未確認）。,jr_068,,,
413,fashion,413_fashion_hanging-laundry-to-dry-faster.md,「朝干して午後に取り込む／夜露で湿る前に」の根拠となる湿度データ。,jr_068,,,
413,fashion,413_fashion_hanging-laundry-to-dry-faster.md,「間隔10〜15cm」の数値。一般に「こぶし1つ分（約10〜15cm）」と語られるが、公的・メーカー実験の一次資料は未確認。,jr_068,,,
414,fashion,414_fashion_choosing-a-washing-machine.md,"「ドラム式は節水で年間数千円程度」の年間差額。比較記事では年間3,500円程度とされるが、料金単価・使用回数の前提が記事に書かれていない。",jr_068,,,
414,fashion,414_fashion_choosing-a-washing-machine.md,「洗濯容量は1人1日約1.5kg」という目安の一次出典（メーカー共通の慣用値で、公的資料は未確認）。,jr_068,,,
414,fashion,414_fashion_choosing-a-washing-machine.md,本体価格レンジ（縦型5〜15万円／ドラム式15〜30万円）。2025〜2026年の主要ヒートポンプ機は23〜32万円の例もあり、上限が実勢と合っていない可能性。,jr_068,,,
415,fashion,415_fashion_stockings-and-tights.md,「『伝線しにくい』加工は表示があり、編み方（交編）で差が出る」という表示義務・効果の根拠。,jr_068,,,
415,fashion,415_fashion_stockings-and-tights.md,「ストッキングは数回〜10回程度、タイツは1シーズン」という寿命の目安の出典。,jr_068,,,
415,fashion,415_fashion_stockings-and-tights.md,「伝線の始まりにマニキュアのトップコートまたは接着剤を少量」の応急処置。肌に触れる衣類への接着剤使用の安全性について公的な裏づけがなく、法務確認を推奨。,jr_068,,,
415,fashion,415_fashion_stockings-and-tights.md,ポリウレタンが「塩素」で劣化するという記述。水分・熱・紫外線は複数資料で確認できたが、塩素については日本化学繊維協会等の記載を確認できていない。,jr_068,,,
416,fashion,416_fashion_necktie-care.md,「結び目の跡はシルクの繊維が湿気と温度で戻る性質を使い、湯気で多くは回復する」という機序と回復率の根拠。,jr_069,,,
416,fashion,416_fashion_necktie-care.md,全国クリーニング生活衛生同業組合連合会に「クリーニングQ&A（ネクタイ・シルク）」という該当ページがあるか（団体名・ドメイン www.zenkuren.or.jp は正しいことは確認済み）。,jr_069,,,
417,fashion,417_fashion_wallet-and-leather-small-goods.md,「革小物の修理はメーカーや修理店で数千円が目安」という価格帯の出典（2026年時点の相場）。,jr_069,,,
417,fashion,417_fashion_wallet-and-leather-small-goods.md,日本皮革産業連合会（jlia.or.jp）に「革製品のお手入れ・革の種類」に相当するページがあるか。サイト自体の存在は確認済み。,jr_069,,,
418,fashion,418_fashion_leather-jacket-care.md,「カビの条件（湿度70%以上・20〜30℃）」の数値の一次出典（東京都保健医療局の資料での記載）。,jr_069,,,
418,fashion,418_fashion_leather-jacket-care.md,「革製品はクリーニング事故賠償基準でも特殊品として扱われる」——同基準（2015年10月第4次改訂が最新）に「特殊品」という区分があるかを原文で要確認。,jr_069,,,
418,fashion,418_fashion_leather-jacket-care.md,本文で「表示義務は消費者庁の資料」としているが、出典一覧に消費者庁の資料が入っていない（雑貨工業品品質表示規程十六の追加が必要）。,jr_069,,,
418,fashion,418_fashion_leather-jacket-care.md,皮革クリーニングの料金相場「数千〜1万円台」の出典。,jr_069,,,
419,fashion,419_fashion_fur-and-shearling-care.md,「毛皮専門店の保管サービス（保冷庫）」の一般的な提供状況・料金。,jr_069,,,
419,fashion,419_fashion_fur-and-shearling-care.md,フェイクファーの「モダクリル」が洗濯表示上の繊維名として使われるか（指定用語は「アクリル系」）。,jr_069,,,
420,fashion,420_fashion_clothing-deodorising-sprays.md,「布用」「空間用」「靴用」で成分が異なるという記述の出典。,jr_069,,,
420,fashion,420_fashion_clothing-deodorising-sprays.md,厚生労働省の出典URL（医薬品等の一般インデックス）が「殺菌・消毒の表示」の根拠資料として適切か。医薬品等適正広告基準のページに差し替えるべきか要確認。,jr_069,,,
420,fashion,420_fashion_clothing-deodorising-sprays.md,日本石鹸洗剤工業会の出典URL https://jsda.org/w/index.html に「除菌・消臭の表示に関する自主基準」という名称の資料があるか。,jr_069,,,
421,health,421_health_brushing-teeth-timing-and-floss.md,「日本歯科医師会は通常の食事後はすぐ磨いてよい／酸性飲食の直後は30分程度待つ」という文言が同会資料に実在するか,jr_070,,,
421,health,421_health_brushing-teeth-timing-and-floss.md,「歯ブラシだけでは歯間の汚れの約6割しか落ちない」の一次出典（歯ブラシ単独61.2%等の研究の帰属先）,jr_070,,,
421,health,421_health_brushing-teeth-timing-and-floss.md,「歯ブラシの交換は月1回」を日本歯科医師会が示しているか（表の出典欄は「同上＝日本歯科医師会」）,jr_070,,,
421,health,421_health_brushing-teeth-timing-and-floss.md,歯周病「日本人の成人の約半数に所見」を令和6年調査の数値（35歳以上で約5割、65歳以上で約6割）に更新すべきか,jr_070,,,
421,health,421_health_brushing-teeth-timing-and-floss.md,歯磨き回数の「毎食後は約3割」（令和6年調査での対応値）,jr_070,,,
422,health,422_health_bad-breath.md,e-ヘルスネット「歯周病」のURL https://kennet.mhlw.go.jp/information/information/teeth/h-02-001.html の実在（h-01-002/h-03-004は確認できたが当該IDは未確認）,jr_070,,,
422,health,422_health_bad-breath.md,「自臭症」の定義と有病割合、口臭測定器（ハリメーター）を備える歯科医院の普及状況,jr_070,,,
422,health,422_health_bad-breath.md,日本口臭学会サイト（jams-site.kenkyuukai.jp）に「口臭の原因と対策」という表題の一般向け資料があるか（学会公式サイトであること自体は確認済み）,jr_070,,,
423,health,423_health_dry-eye-and-eye-drops.md,「人工涙液は1日5〜6回まで」「開封後は1か月程度」が製品表示の一般的記載であること,jr_070,,,
423,health,423_health_dry-eye-and-eye-drops.md,コンタクト装用中の点眼可否「ハードは可、ソフトは製品による」の一般則,jr_070,,,
423,health,423_health_dry-eye-and-eye-drops.md,日本OTC医薬品協会（jsmi.jp）に「目薬の正しい使い方」という表題の資料があるか（ドメインは同協会のもので一致）,jr_070,,,
424,health,424_health_ear-cleaning.md,耳垢が「弱酸性で抗菌性」を学会資料が明記しているか,jr_070,,,
424,health,424_health_ear-cleaning.md,耳鼻科での耳垢除去が保険適用で「数分・痛みなく」であること（診療報酬上の耳垢栓塞除去の扱い）,jr_070,,,
425,health,425_health_nail-cutting-and-ingrown-nails.md,「足の爪は手の爪の半分の速さで伸びる」「足は月1回・手は週1回」の出典,jr_070,,,
425,health,425_health_nail-cutting-and-ingrown-nails.md,巻き爪矯正が「自由診療が多い」こと、およびワイヤー矯正・手術の保険適用範囲,jr_070,,,
425,health,425_health_nail-cutting-and-ingrown-nails.md,日本皮膚科学会「皮膚科Q&A 爪の病気」ページに陥入爪・巻き爪の項があり、スクエアオフを推奨しているか,jr_070,,,
426,health,426_health_low-temperature-burns.md,NITE「低温やけどの事故」とURL https://www.nite.go.jp/jiko/chuikanki/ の対応。NITE側は「『低温やけど』の事故防止について（注意喚起）」や製品安全情報マガジンVol.441（2023年11月）等が該当しそうだが、記載URLが該当ページかは未確認。,jr_071,,,
426,health,426_health_low-temperature-burns.md,低温やけどが「II〜III度に達することが多い」という深達度の割合。,jr_071,,,
426,health,426_health_low-temperature-burns.md,消費者庁「暖房器具による低温やけどに注意」というタイトルの資料とURL https://www.caa.go.jp/policies/policy/consumer_safety/caution/ の対応。消費者庁の低温やけど関連リリースは「ゆたんぽを安全に正しく使用しましょう！」（平成29年12月6日）「高齢者のやけどに御注意ください！」（平成27年11月18日）が確認できたが、記載タイトルの資料そのものは特定できなかった。,jr_071,,,
426,health,426_health_low-temperature-burns.md,湯たんぽ表面40〜50℃、電気毛布・ホットカーペット40〜45℃、電気あんか50℃前後、ノートPC・スマホ40℃超という器具別表面温度の具体値。,jr_071,,,
427,health,427_health_using-pain-relief-patches.md,「かぶれ（接触皮膚炎）は湿布のトラブルで最多」という順位。出典となる統計を特定できなかった。,jr_071,,,
427,health,427_health_using-pain-relief-patches.md,サリチル酸メチル・グリコール製剤が「第3類医薬品が多い」という区分の分布。,jr_071,,,
427,health,427_health_using-pain-relief-patches.md,出典に挙げたPMDA（https://www.pmda.go.jp/）と厚生労働省ページ（.../iyakuhin/）が、本文の記述に対応する具体ページかどうか。トップページ／カテゴリURLのため要差し替え検討。,jr_071,,,
427,health,427_health_using-pain-relief-patches.md,貼付時間の目安「8〜12時間、または1日1回」。製品ごとに大きく異なり、統一的な根拠資料は確認できなかった。,jr_071,,,
428,health,428_health_fall-prevention-and-locomotive-syndrome.md,2025（令和7）年国民生活基礎調査における「介護が必要となった主な原因」の各項目の正確な割合。概況の公表は確認できたが、個別の数値までは検索結果で取得できなかった。,jr_071,,,
428,health,428_health_fall-prevention-and-locomotive-syndrome.md,「高齢者の日常生活事故による救急搬送の約8割が転倒」の年次。東京消防庁資料では令和2年からの5年間で『ころぶ』事故が8割以上とされるが、記事が依拠する年次が不明。,jr_071,,,
428,health,428_health_fall-prevention-and-locomotive-syndrome.md,転倒場所の順序（居間・寝室・階段・浴室・玄関）。調査によって順位が大きく異なり、特定の出典と一致するか未確認。,jr_071,,,
429,health,429_health_strength-training-frequency.md,出典URL https://www.mhlw.go.jp/content/10904750/001171393.pdf がガイド2023本文PDFかどうか。検索では本文が 001194020.pdf、概要が 001204942.pdf として確認できた。,jr_071,,,
429,health,429_health_strength-training-frequency.md,負荷の目安「あと2〜3回できる余力を残す」が公的資料に基づく記載かどうか。,jr_071,,,
430,health,430_health_hangover-remedies.md,「二日酔いは飲みすぎのサイン」という表現が飲酒ガイドライン（2024年2月）本文にあるかどうか。ガイドラインの公表日と純アルコール量の枠組みは確認できたが、当該文言は未確認。,jr_071,,,
430,health,430_health_hangover-remedies.md,「機能性表示食品でも『二日酔い』を直接うたうものはない」。専門家解説では「二日酔い防止」は増強領域として届出困難とされ整合的だが、届出データベースでの網羅確認はできていない。,jr_071,,,
430,health,430_health_hangover-remedies.md,出典URL https://kennet.mhlw.go.jp/information/information/alcohol/a-02-001.html が「アルコールの分解と体質（ALDH2）」の該当ページかどうか。ALDH2の解説は用語辞典 /dictionary/alcohol/ya-007.html で確認できた。,jr_071,,,
431,trend,431_trend_cleaning-the-fridge.md,厚労省リステリアのページ URL（stf/seisakunitsuite/bunya/0000055260.html）の有効性,jr_072,,,
431,trend,431_trend_cleaning-the-fridge.md,厚生労働省「家庭でできる食中毒予防の6つのポイント」の URL（www1/houdou/0903/h0331-1.html）が現在も有効で、詰めすぎ7割・清掃・肉魚の汁の記述が実際に含まれるか。あわせて同資料の『冷蔵庫は10℃以下、冷凍庫は−15℃以下』の温度目安が本文に入っていない点も検討,jr_072,,,
431,trend,431_trend_cleaning-the-fridge.md,掃除頻度の目安（棚・壁は月1回、冷凍庫は3〜6か月に1回、背面の放熱部は年1〜2回）が家電製品協会などの公表資料に基づくか,jr_072,,,
431,trend,431_trend_cleaning-the-fridge.md,資源エネルギー庁の出典が『家庭の省エネ徹底ガイド（冷蔵庫）』という現行名称か、および URL（/category/saving_and_new/saving/general/howto/）が該当ページか。『7割』『冷凍庫は詰めるほうが効率的』の出典対応も未確認,jr_072,,,
432,trend,432_trend_electric-kettle-and-pot-care.md,『保温し続けた水は雑菌が増えることがある／水は毎日替える』の公的根拠（高温保温下での増殖の実態）,jr_072,,,
432,trend,432_trend_electric-kettle-and-pot-care.md,『転倒による子どものやけどが（電気ケトルの事故で）最多』という順位の根拠,jr_072,,,
432,trend,432_trend_electric-kettle-and-pot-care.md,家電製品協会の出典がトップページ（www.aeha.or.jp）のみで、『電気ケトル・ポットのお手入れ』という該当ページの所在・存在が未確認,jr_072,,,
433,trend,433_trend_handling-frozen-foods.md,『夏の車内では30分で表面が溶ける』の実測根拠,jr_072,,,
433,trend,433_trend_handling-frozen-foods.md,『解凍してそのまま』表示＝生食可、という食品表示基準上の整理（凍結前加熱の有無・喫食時加熱の要否の表示区分との対応）,jr_072,,,
433,trend,433_trend_handling-frozen-foods.md,冷凍食品の賞味期限『多くは1年〜1年半』、開封後『1か月程度』、自家製冷凍『2〜3週間〜1か月』の出典,jr_072,,,
434,trend,434_trend_canned-and-retort-foods-after-opening.md,『開封した缶をそのまま冷蔵すると金属が溶出する』という具体的機序の公的根拠（協会は別容器への移し替えを推奨しているが、溶出の記述は未確認）,jr_072,,,
434,trend,434_trend_canned-and-retort-foods-after-opening.md,レトルトの未開封賞味期限『1〜2年』、開封後『1〜2日』の出典（協会Q&Aの記述との一致）,jr_072,,,
434,trend,434_trend_canned-and-retort-foods-after-opening.md,誤解3の『湯せんなら缶のまま可の製品もある』と、表の『缶のまま直火・レンジは不可、出して温める』の関係。表に湯せんの可否が書かれておらず、読者が迷う可能性（要編集判断）,jr_072,,,
435,trend,435_trend_dashi-packs-and-granules.md,開封後の顆粒だしの保存期間『6か月〜1年』、だしパックの『水から入れて沸騰後2〜5分』の出典,jr_072,,,
435,trend,435_trend_dashi-packs-and-granules.md,顆粒だしの『重量の30〜40%が食塩』『小さじ1（3g）で食塩相当量約1〜1.3g』の裏付け（主要製品の栄養成分表示の実地確認）,jr_072,,,
436,trend,436_trend_storing-dried-foods.md,「わかめは水で5〜10分、10倍以上に増える」。流通情報では戻し率は約10〜12倍、戻し時間は水で約5分（10分を超えると食感が落ちる）とされ、おおむね一致するが一次資料は未確認。,jr_073,,,
436,trend,436_trend_storing-dried-foods.md,「古い豆に重曹少量を加えて煮る」方法の可否と分量。公的資料での裏取りができていない。,jr_073,,,
436,trend,436_trend_storing-dried-foods.md,出典に挙げた農林水産省「乾物の保存と利用」（https://www.maff.go.jp/j/shokusan/recycle/syoku_loss/）が実在し、乾物の保存目安を扱っているか。当該URLは食品ロス削減のページで、乾物の保存の解説ページとは限らない。,jr_073,,,
436,trend,436_trend_storing-dried-foods.md,未開封の保存目安（昆布1年以上、干し椎茸1年、乾燥豆1〜2年）と「開封後1年以内に使い切る」の根拠。業界団体・農水省の一次資料で数字を確認できなかった。,jr_073,,,
437,trend,437_trend_washing-vegetables.md,「台所用洗剤の多くは『野菜・果物』の用途表示がある」。家庭用品品質表示法の表示区分として妥当だが、割合（多く）の根拠は未確認。,jr_073,,,
437,trend,437_trend_washing-vegetables.md,「水洗いで数割、ゆでるとさらに残留農薬が減る」という農水省資料の具体的な低減率。出典資料を特定できなかった。,jr_073,,,
437,trend,437_trend_washing-vegetables.md,カット野菜の殺菌工程を根拠づける「厚生労働省の衛生規範」。各種衛生規範はHACCP制度化に伴い廃止されており、現行の根拠文書（大量調理施設衛生管理マニュアル等）への差し替えが必要か要確認。,jr_073,,,
437,trend,437_trend_washing-vegetables.md,出典の農林水産省「消費者の部屋Q&A」URL（https://www.maff.go.jp/j/heya/）が野菜の洗い方・残留農薬のQ&Aに対応しているか。,jr_073,,,
438,trend,438_trend_dishwashing-and-dishwashers.md,「食洗機のセンサーは汚れを検知して洗う」。汚れセンサー搭載は機種依存で、全機種に当てはまるとは限らない。,jr_073,,,
438,trend,438_trend_dishwashing-and-dishwashers.md,出典の一般財団法人家電製品協会「食器洗い乾燥機の上手な使い方」（https://www.aeha.or.jp/）の該当ページを特定できなかった。,jr_073,,,
438,trend,438_trend_dishwashing-and-dishwashers.md,洗浄温度「食洗機60〜80℃」。一般解説では洗い約60〜70℃、最終すすぎ80〜90℃とされ、おおむね整合するがメーカー・機種差があり一次資料未確認。,jr_073,,,
439,trend,439_trend_cleaning-the-kitchen-drain.md,「排水管の洗浄は月1回程度」「ぬめりは数日でできる」の頻度の根拠。公的資料での裏取りができていない。,jr_073,,,
439,trend,439_trend_cleaning-the-kitchen-drain.md,出典の東京都下水道局「油を流さないで」（https://www.gesui.metro.tokyo.lg.jp/）および消費者庁「家庭用洗剤・洗浄剤の安全な使い方」（https://www.caa.go.jp/policies/policy/consumer_safety/caution/）の該当ページの存在。ドメインは正しいがページ単位では未確認。,jr_073,,,
440,trend,440_trend_kitchen-waste-odour.md,「ディスポーザーの単体設置は多くの自治体で不可」。一般的な説明と一致するが、自治体別の根拠資料は未確認。,jr_073,,,
440,trend,440_trend_kitchen-waste-odour.md,「家庭の生ごみは可燃ごみの約3〜4割（重量）」。自治体資料では約35〜40%、20〜30%など幅があり、環境省の全国値としては未確認。,jr_073,,,
440,trend,440_trend_kitchen-waste-odour.md,「生ごみの冷凍は密閉すれば衛生上の問題はないとする自治体の案内が多い」。個別の自治体案内を特定できなかった。,jr_073,,,
440,trend,440_trend_kitchen-waste-odour.md,「生ごみの約8割は水分」。複数の自治体資料が70〜80%としており整合的だが、環境省の一次資料は未確認。,jr_073,,,
440,trend,440_trend_kitchen-waste-odour.md,出典の環境省「一般廃棄物の排出及び処理状況」（https://www.env.go.jp/recycle/waste_tech/ippan/）と東京都環境局のURLの該当ページ。,jr_073,,,
451,wisdom,451_wisdom_humidifiers-in-winter.md,"“Heated Japanese rooms drop to 20–30% humidity” and “40–60% target” as a household target — the legal standard (Building Sanitation Law, unchanged in the Apr 2022 revision) is 40–70% RH for specified buildings; the 40–60% figure is convention, not a standard.",jr_074,,,
451,wisdom,451_wisdom_humidifiers-in-winter.md,“Japanese homes swing from 80% humidity to 25% in a year” — no source found for these two endpoints as a national pattern; JMA data would be needed.,jr_074,,,
451,wisdom,451_wisdom_humidifiers-in-winter.md,“many households moved to steam or hybrid types” after the pneumonitis reports — no shipment statistics found.,jr_074,,,
452,wisdom,452_wisdom_slippers-and-house-shoes.md,“It is one of the standard fall-prevention items on municipal checklists” — not verified against any specific municipal checklist.,jr_074,,,
453,wisdom,453_wisdom_neighbourhood-festivals-matsuri.md,"Donation of ¥1,000–5,000 per household as the typical range — local convention, no published survey found.",jr_074,,,
453,wisdom,453_wisdom_neighbourhood-festivals-matsuri.md,"“An estimated 300,000 festivals a year” — widely repeated estimate (about 81,000 shrines x ~3 festivals + temples + ~5,000 municipal events ≈ 310,000); no official statistic exists. The article already flags it as an estimate.",jr_074,,,
453,wisdom,453_wisdom_neighbourhood-festivals-matsuri.md,“Bon odori (July–August)” — many districts on the old lunar calendar (and Okinawa) hold it in September; range may need widening.,jr_074,,,
454,wisdom,454_wisdom_the-kairo-heat-pad.md,"“¥30–60 per pad; a winter's daily use is ¥3,000–5,000” — bulk packs are often ¥15–30 per pad; Nikkei reports kairo prices up about 20% over five years, but no per-unit official figure found.",jr_074,,,
455,wisdom,455_wisdom_the-kyuusu-teapot-and-tea-tools.md,"Kyusu capacity 200–360 mL, cups 80–150 mL, and hand-made kyusu price range — retail conventions, no authoritative source.",jr_074,,,
455,wisdom,455_wisdom_the-kyuusu-teapot-and-tea-tools.md,Source “Aichi Prefecture — Tokoname ware” points only at https://www.pref.aichi.jp/ (site root); a specific traditional-craft page was not located.,jr_074,,,
456,wisdom,456_wisdom_window-screens-amido.md,'Landlords expect tenants to re-mesh screens themselves' — no source; treatment of amido under 原状回復 guidelines not checked.,jr_075,,,
456,wisdom,456_wisdom_window-screens-amido.md,"'Mosquito season runs May–October' as a nationwide statement; season length varies by region (Okinawa/Kyushu longer, Hokkaido shorter).",jr_075,,,
456,wisdom,456_wisdom_window-screens-amido.md,"Mesh specification '18–24 mesh, grey or black polypropylene' and the claim that finer 24–30 mesh blocks some pollen — no manufacturer or public source located.",jr_075,,,
457,wisdom,457_wisdom_the-hyakkin-100-yen-shop-at-home.md,"'PSE-marked but quality varies; NITE has reported charger incidents' — NITE alerts cover lithium-ion products and cheap non-genuine batteries generally, not 100-yen-shop chargers specifically.",jr_075,,,
457,wisdom,457_wisdom_the-hyakkin-100-yen-shop-at-home.md,'¥100 adhesive hooks hold 1–2 kg' and 'kitchen consumables come from the same factories as branded goods' — not verifiable.,jr_075,,,
457,wisdom,457_wisdom_the-hyakkin-100-yen-shop-at-home.md,'¥100 items are about 70% of the range' — no company or industry figure found; chains are publicly moving away from ¥100-only lines.,jr_075,,,
458,wisdom,458_wisdom_the-japanese-bathroom-fan-and-drying.md,'A clogged filter drops airflow by half and is a fire risk in heater units (NITE reports)' — NITE bathroom heater-dryer incident data not reached.,jr_075,,,
458,wisdom,458_wisdom_the-japanese-bathroom-fan-and-drying.md,'Mould grows above 70% humidity at 20–30°C' — commonly cited thresholds start nearer 60% RH with optimum growth at 25–30°C; the 70% figure is defensible but not from a primary source.,jr_075,,,
459,wisdom,459_wisdom_seasonal-air-conditioner-care.md,'Keep 20 cm+ clearance around the outdoor unit' — manufacturer clearances differ by model (front vs rear vs sides).,jr_075,,,
459,wisdom,459_wisdom_seasonal-air-conditioner-care.md,"'Professional cleaning every 2–4 years' interval — a trade rule of thumb, no public-body source.",jr_075,,,
460,wisdom,460_wisdom_reading-a-japanese-utility-bill.md,"'A 2-person household pays ¥5,000–8,000 per two months' for Tokyo water and sewer — plausible but not checked against the Tokyo Waterworks Bureau tariff table.",jr_075,,,
460,wisdom,460_wisdom_reading-a-japanese-utility-bill.md,'Fuel cost adjustment ±¥0–5/kWh' as the current band — TEPCO publishes this monthly and the September 2026 value was not confirmed.,jr_075,,,
460,wisdom,460_wisdom_reading-a-japanese-utility-bill.md,"'Total for a 2-person flat: 250–350 kWh/month, ¥8,000–12,000' — not checked against a survey statistic.",jr_075,,,
461,beauty,461_beauty_face-washing-water-temperature.md,「日本の水道水の温度は冬に10℃前後まで下がる地域が多い」の出典。,jr_076,,,
461,beauty,461_beauty_face-washing-water-temperature.md,国民生活センター「洗顔料に関する相談・テスト情報」という表題の公表資料の実在。,jr_076,,,
461,beauty,461_beauty_face-washing-water-temperature.md,日本化粧品工業会「化粧品の正しい使い方」 https://www.jcia.org/user/public/knowledge/usage — 団体名（2023年4月に日本化粧品工業連合会から改組）とドメインjcia.orgは正しいが、このページパスの実在は未確認。,jr_076,,,
461,beauty,461_beauty_face-washing-water-temperature.md,日本皮膚科学会「皮膚科Q&A」に洗顔の水温に関する記述があるか（/qa/ の該当項目）。,jr_076,,,
462,beauty,462_beauty_eyelash-extensions-and-perms.md,パッチテスト「48時間」、装着後「24時間は水にぬれないよう」の根拠資料。,jr_076,,,
462,beauty,462_beauty_eyelash-extensions-and-perms.md,厚生労働省「まつ毛パーマ用のパーマ剤について」という表題の資料の実在（該当するのは薬生発0628第10号のパーマネント・ウェーブ用剤製造販売承認基準と推定）。,jr_076,,,
462,beauty,462_beauty_eyelash-extensions-and-perms.md,自まつ毛の長さ「平均6〜8mm」の出典（7〜10mmとする資料もある）。,jr_076,,,
463,beauty,463_beauty_gel-nails-and-nail-health.md,「一度感作されると歯科材料や医療用テープに反応する場合もあり、皮膚科学会も注意を促しています」——学会としての注意喚起文書の特定ができていない（接触皮膚炎診療ガイドライン2020のアクリレート記載で代替できるか要確認）。,jr_076,,,
463,beauty,463_beauty_gel-nails-and-nail-health.md,「健康な爪の厚さ 約0.3〜0.5mm」の出典（検索では裏付け資料に到達できず）。,jr_076,,,
463,beauty,463_beauty_gel-nails-and-nail-health.md,アセトンでのオフ「10〜15分」の根拠。,jr_076,,,
464,beauty,464_beauty_acne-care-and-otc-limits.md,受診の目安「赤いニキビが10個以上」——ガイドラインの重症度分類は片顔の炎症性皮疹数（軽症5個以下／中等症6〜20個 と一般に紹介される）で、本文の「10個」と対応しない。閾値の根拠を要確認。,jr_076,,,
464,beauty,464_beauty_acne-care-and-otc-limits.md,日本皮膚科学会「皮膚科Q&A：にきび」 https://www.dermatol.or.jp/qa/qa9/ のURLの実在。,jr_076,,,
465,beauty,465_beauty_facial-massage-and-rollers.md,「顔の皮膚の厚さは約1〜2mm、まぶたは約0.5mm」——上眼瞼皮膚の実測は約0.82〜0.88mmとする報告があり、0.5mmの出典が必要。,jr_076,,,
465,beauty,465_beauty_facial-massage-and-rollers.md,消費者庁「美容・健康関連商品の広告表示に関する景品表示法上の注意」という表題の資料の実在（小顔サービス9社への措置命令や『景品表示法における違反事例集』で代替可能）。,jr_076,,,
466,beauty,466_beauty_sleeping-with-wet-hair.md,「濡れた頭皮でマラセチアなど常在菌が増え、におい・フケ・かゆみの原因になる」という因果の強さ。脂漏性皮膚炎とマラセチアの関連は一般的な説明だが、就寝時の自然乾燥との直接の因果を示す資料は確認できず。,jr_077,,,
